# name ra dec flux_a1100 flux_a1400 flux_a2000
src8408 269.02460 1.65709 0.230 0.128 0.048
src8409 269.38648 1.22748 0.230 0.118 0.041
src8410 269.24074 1.51636 0.230 0.112 0.037
src8411 269.22705 1.35512 0.230 0.150 0.066
src8412 269.32385 1.35528 0.230 0.108 0.034
src8413 269.63823 1.05112 0.230 0.121 0.043
src8414 269.03350 1.51875 0.230 0.112 0.037
src8415 269.59076 1.32862 0.230 0.112 0.037
src8416 269.64490 1.51394 0.230 0.134 0.053
src8417 269.05843 1.09024 0.230 0.117 0.040
src8418 269.23949 1.34850 0.230 0.107 0.033
src8419 269.33541 1.50623 0.230 0.108 0.034
src8420 269.25885 1.29824 0.230 0.109 0.034
src8421 269.10225 1.33507 0.230 0.110 0.036
src8422 269.20110 1.65761 0.230 0.117 0.040
src8423 269.63928 1.47127 0.230 0.106 0.033
src8424 269.28611 1.34692 0.230 0.115 0.038
src8425 269.05670 1.38336 0.229 0.113 0.037
src8426 269.07412 1.17240 0.229 0.111 0.036
src8427 269.46052 1.51493 0.229 0.112 0.036
src8428 269.44224 1.44108 0.229 0.110 0.035
src8429 269.13932 1.00946 0.229 0.113 0.038
src8430 269.49480 1.55340 0.229 0.119 0.042
src8431 269.00379 1.32189 0.229 0.117 0.040
src8432 269.57901 1.40378 0.229 0.108 0.034
src8433 269.70608 1.56540 0.229 0.116 0.039
src8434 269.33141 1.62323 0.229 0.159 0.075
src8435 269.25146 1.36116 0.229 0.117 0.040
src8436 269.25257 1.64909 0.229 0.116 0.039
src8437 269.22860 1.61030 0.229 0.107 0.034
src8438 269.00860 1.64992 0.229 0.108 0.034
src8439 269.60707 1.12921 0.229 0.123 0.044
src8440 269.35672 1.36859 0.229 0.113 0.037
src8441 269.04107 1.42648 0.229 0.110 0.035
src8442 269.02063 1.34739 0.229 0.108 0.034
src8443 269.07497 1.54170 0.229 0.108 0.034
src8444 269.67772 1.00922 0.229 0.115 0.039
src8445 269.37169 1.52088 0.229 0.117 0.040
src8446 269.08520 1.09059 0.229 0.114 0.038
src8447 269.60371 1.55460 0.229 0.113 0.038
src8448 269.23904 1.00120 0.229 0.114 0.038
src8449 269.05689 1.70261 0.229 0.117 0.040
src8450 269.07758 1.49943 0.229 0.138 0.056
src8451 269.12563 1.43810 0.229 0.107 0.034
src8452 269.63009 1.56660 0.229 0.105 0.032
src8453 269.59398 1.49173 0.229 0.106 0.033
src8454 269.41167 1.56003 0.229 0.110 0.035
src8455 269.00333 1.01139 0.229 0.119 0.041
src8456 269.00072 1.24119 0.229 0.106 0.033
src8457 269.27968 1.52090 0.229 0.113 0.037
src8458 269.64723 1.45406 0.229 0.119 0.041
src8459 269.50562 1.70078 0.229 0.118 0.041
src8460 269.69167 1.54767 0.229 0.107 0.033
src8461 269.08787 1.27964 0.229 0.109 0.035
src8462 269.69222 1.62205 0.229 0.111 0.036
src8463 269.19681 1.06490 0.229 0.118 0.041
src8464 269.45392 1.16423 0.229 0.110 0.036
src8465 269.59981 1.27934 0.229 0.152 0.068
src8466 269.03236 1.59530 0.229 0.109 0.035
src8467 269.30216 1.19326 0.229 0.108 0.035
src8468 269.01844 1.60869 0.229 0.109 0.035
src8469 269.64755 1.50130 0.229 0.121 0.043
src8470 269.26893 1.48154 0.229 0.108 0.035
src8471 269.69440 1.42195 0.229 0.117 0.041
src8472 269.39647 1.38463 0.229 0.110 0.036
src8473 269.61805 1.60634 0.229 0.117 0.040
src8474 269.04574 1.56674 0.229 0.107 0.034
src8475 269.06315 1.43315 0.228 0.151 0.067
src8476 269.68383 1.67821 0.228 0.126 0.047
src8477 269.06720 1.49001 0.228 0.110 0.036
src8478 269.60331 1.62305 0.228 0.112 0.037
src8479 269.13702 1.18875 0.228 0.124 0.045
src8480 269.21871 1.29986 0.228 0.117 0.041
src8481 269.02963 1.06415 0.228 0.117 0.040
src8482 269.30511 1.41242 0.228 0.105 0.032
src8483 269.26744 1.46384 0.228 0.129 0.049
src8484 269.41821 1.34762 0.228 0.111 0.036
src8485 269.21936 1.67687 0.228 0.109 0.035
src8486 269.00700 1.54448 0.228 0.114 0.038
src8487 269.18323 1.58350 0.228 0.105 0.033
src8488 269.28206 1.64650 0.228 0.117 0.040
src8489 269.54448 1.55287 0.228 0.113 0.038
src8490 269.23569 1.54742 0.228 0.115 0.039
src8491 269.63900 1.03547 0.228 0.111 0.036
src8492 269.68505 1.69424 0.228 0.110 0.036
src8493 269.01345 1.36703 0.228 0.107 0.034
src8494 269.29612 1.10914 0.228 0.116 0.040
src8495 269.69470 1.57953 0.228 0.129 0.049
src8496 269.63034 1.04012 0.228 0.113 0.037
src8497 269.60131 1.53033 0.228 0.119 0.042
src8498 269.68578 1.34592 0.228 0.107 0.034
src8499 269.38255 1.30858 0.228 0.109 0.035
src8500 269.35645 1.49242 0.228 0.108 0.034
src8501 269.06159 1.41842 0.228 0.128 0.049
src8502 269.28644 1.17325 0.228 0.109 0.035
src8503 269.43369 1.08622 0.228 0.105 0.032
src8504 269.46278 1.03131 0.228 0.115 0.039
src8505 269.41000 1.21009 0.228 0.113 0.038
src8506 269.47951 1.09340 0.228 0.119 0.042
src8507 269.68650 1.44315 0.228 0.126 0.047
src8508 269.46354 1.06511 0.228 0.128 0.048
src8509 269.66601 1.55072 0.228 0.121 0.043
src8510 269.48946 1.27619 0.228 0.109 0.035
src8511 269.48582 1.29510 0.228 0.109 0.035
src8512 269.26194 1.07193 0.228 0.113 0.038
src8513 269.57477 1.64237 0.228 0.106 0.033
src8514 269.10524 1.43810 0.228 0.114 0.038
src8515 269.55347 1.61896 0.228 0.126 0.047
src8516 269.43569 1.33215 0.228 0.106 0.033
src8517 269.63115 1.53396 0.228 0.105 0.032
src8518 269.45043 1.05005 0.228 0.108 0.034
src8519 269.49907 1.41598 0.228 0.106 0.033
src8520 269.17570 1.04640 0.228 0.151 0.068
src8521 269.11634 1.28247 0.227 0.109 0.035
src8522 269.38555 1.01326 0.227 0.108 0.035
src8523 269.38804 1.39645 0.227 0.108 0.034
src8524 269.70906 1.66287 0.227 0.111 0.037
src8525 269.13426 1.43668 0.227 0.107 0.034
src8526 269.11187 1.15131 0.227 0.110 0.036
src8527 269.17892 1.11388 0.227 0.107 0.034
src8528 269.63583 1.43959 0.227 0.112 0.037
src8529 269.14452 1.41599 0.227 0.132 0.052
src8530 269.03311 1.35635 0.227 0.125 0.046
src8531 269.07923 1.55258 0.227 0.112 0.037
src8532 269.24658 1.57166 0.227 0.113 0.037
src8533 269.38919 1.64860 0.227 0.108 0.034
src8534 269.43467 1.11794 0.227 0.120 0.043
src8535 269.26939 1.44239 0.227 0.150 0.067
src8536 269.34669 1.45051 0.227 0.123 0.045
src8537 269.11728 1.55110 0.227 0.128 0.049
src8538 269.15996 1.08019 0.227 0.117 0.041
src8539 269.49581 1.25231 0.227 0.106 0.033
src8540 269.14995 1.30711 0.227 0.122 0.044
src8541 269.22919 1.16738 0.227 0.110 0.036
src8542 269.24459 1.69272 0.227 0.113 0.038
src8543 269.30177 1.05962 0.227 0.108 0.035
src8544 269.38046 1.16337 0.227 0.116 0.040
src8545 269.30528 1.29154 0.227 0.112 0.037
src8546 269.47427 1.53195 0.227 0.110 0.036
src8547 269.02587 1.38556 0.227 0.118 0.041
src8548 269.63750 1.33476 0.227 0.117 0.040
src8549 269.68574 1.36365 0.227 0.114 0.039
src8550 269.35285 1.36102 0.227 0.111 0.036
src8551 269.23034 1.09271 0.227 0.117 0.040
src8552 269.59151 1.24583 0.227 0.111 0.036
src8553 269.52071 1.35179 0.227 0.136 0.055
src8554 269.37670 1.62138 0.227 0.105 0.033
src8555 269.13767 1.61671 0.227 0.137 0.056
src8556 269.08814 1.41292 0.227 0.111 0.037
src8557 269.07752 1.18538 0.227 0.113 0.038
src8558 269.51404 1.42757 0.227 0.107 0.034
src8559 269.22354 1.05630 0.227 0.106 0.034
src8560 269.53678 1.14025 0.227 0.108 0.034
src8561 269.35290 1.65984 0.227 0.108 0.034
src8562 269.33116 1.59057 0.227 0.107 0.034
src8563 269.12720 1.40429 0.227 0.107 0.034
src8564 269.58725 1.62266 0.227 0.129 0.049
src8565 269.38109 1.33158 0.227 0.124 0.046
src8566 269.44954 1.17838 0.227 0.112 0.037
src8567 269.25258 1.53606 0.227 0.119 0.042
src8568 269.07371 1.00072 0.227 0.119 0.042
src8569 269.50774 1.13097 0.227 0.121 0.044
src8570 269.24712 1.53943 0.227 0.129 0.049
src8571 269.21871 1.27219 0.227 0.109 0.035
src8572 269.15017 1.03706 0.227 0.113 0.038
src8573 269.61482 1.02570 0.227 0.111 0.036
src8574 269.00146 1.68877 0.227 0.109 0.036
src8575 269.70831 1.24352 0.227 0.120 0.043
src8576 269.65447 1.07998 0.227 0.125 0.046
src8577 269.51508 1.00644 0.226 0.109 0.035
src8578 269.01630 1.48333 0.226 0.108 0.035
src8579 269.36323 1.25196 0.226 0.111 0.036
src8580 269.18019 1.00196 0.226 0.107 0.034
src8581 269.44227 1.12719 0.226 0.116 0.040
src8582 269.44126 1.67486 0.226 0.111 0.037
src8583 269.70216 1.17946 0.226 0.115 0.039
src8584 269.23538 1.24659 0.226 0.144 0.062
src8585 269.70774 1.61655 0.226 0.115 0.039
src8586 269.49050 1.57892 0.226 0.111 0.036
src8587 269.30689 1.23430 0.226 0.110 0.036
src8588 269.06415 1.16924 0.226 0.119 0.042
src8589 269.54026 1.12975 0.226 0.133 0.053
src8590 269.59916 1.37426 0.226 0.105 0.033
src8591 269.57451 1.04032 0.226 0.108 0.035
src8592 269.30727 1.06051 0.226 0.106 0.033
src8593 269.10955 1.35224 0.226 0.125 0.047
src8594 269.64645 1.25383 0.226 0.111 0.037
src8595 269.61064 1.24025 0.226 0.111 0.036
src8596 269.62010 1.39229 0.226 0.112 0.037
src8597 269.64652 1.47697 0.226 0.109 0.035
src8598 269.38108 1.28562 0.226 0.109 0.035
src8599 269.38642 1.34099 0.226 0.110 0.036
src8600 269.66754 1.63674 0.226 0.104 0.032
src8601 269.39518 1.11280 0.226 0.107 0.034
src8602 269.18229 1.55962 0.226 0.124 0.046
src8603 269.26247 1.66181 0.226 0.150 0.067
src8604 269.08580 1.63738 0.226 0.108 0.035
src8605 269.45340 1.03160 0.226 0.154 0.071
src8606 269.36407 1.08579 0.226 0.114 0.038
src8607 269.16498 1.05632 0.226 0.145 0.063
src8608 269.33563 1.55820 0.226 0.111 0.037
src8609 269.41090 1.38181 0.226 0.107 0.034
src8610 269.38343 1.09535 0.226 0.125 0.047
src8611 269.34472 1.29267 0.226 0.116 0.040
src8612 269.64309 1.11500 0.226 0.105 0.033
src8613 269.19818 1.54689 0.226 0.111 0.036
src8614 269.11095 1.22773 0.226 0.115 0.040
src8615 269.18260 1.34481 0.226 0.108 0.035
src8616 269.09831 1.40607 0.226 0.104 0.032
src8617 269.68348 1.58041 0.226 0.135 0.054
src8618 269.43361 1.03253 0.226 0.107 0.034
src8619 269.68330 1.49042 0.226 0.104 0.032
src8620 269.23056 1.49076 0.226 0.112 0.037
src8621 269.26970 1.65187 0.226 0.107 0.034
src8622 269.11196 1.58008 0.226 0.138 0.057
src8623 269.15368 1.19563 0.226 0.114 0.039
src8624 269.62828 1.58835 0.226 0.110 0.036
src8625 269.00939 1.30957 0.226 0.104 0.032
src8626 269.24525 1.58591 0.225 0.112 0.037
src8627 269.13587 1.14169 0.225 0.121 0.044
src8628 269.57066 1.43249 0.225 0.113 0.038
src8629 269.09841 1.48004 0.225 0.108 0.035
src8630 269.16064 1.52896 0.225 0.108 0.035
src8631 269.52998 1.05950 0.225 0.120 0.043
src8632 269.59160 1.68159 0.225 0.127 0.049
src8633 269.35662 1.58504 0.225 0.108 0.034
src8634 269.50425 1.63020 0.225 0.106 0.033
src8635 269.37614 1.41955 0.225 0.113 0.038
src8636 269.10719 1.33844 0.225 0.113 0.038
src8637 269.08541 1.17427 0.225 0.138 0.057
src8638 269.52134 1.30048 0.225 0.104 0.032
src8639 269.34333 1.09624 0.225 0.114 0.039
src8640 269.47518 1.45876 0.225 0.107 0.034
src8641 269.22561 1.69934 0.225 0.107 0.034
src8642 269.10822 1.49474 0.225 0.113 0.038
src8643 269.57715 1.65830 0.225 0.119 0.042
src8644 269.30717 1.42370 0.225 0.105 0.033
src8645 269.66249 1.36552 0.225 0.118 0.042
src8646 269.11370 1.30541 0.225 0.104 0.032
src8647 269.67564 1.29691 0.225 0.119 0.043
src8648 269.06929 1.35127 0.225 0.125 0.047
src8649 269.46391 1.20410 0.225 0.124 0.046
src8650 269.01175 1.22615 0.225 0.108 0.035
src8651 269.06517 1.03308 0.225 0.117 0.041
src8652 269.43711 1.11493 0.225 0.110 0.036
src8653 269.09123 1.20246 0.225 0.104 0.032
src8654 269.50014 1.68859 0.225 0.112 0.037
src8655 269.53391 1.34571 0.225 0.126 0.048
src8656 269.17269 1.56226 0.225 0.109 0.036
src8657 269.22822 1.63843 0.225 0.116 0.041
src8658 269.56981 1.10980 0.225 0.109 0.036
src8659 269.37539 1.54777 0.225 0.107 0.035
src8660 269.55527 1.51852 0.225 0.126 0.047
src8661 269.23205 1.40672 0.225 0.112 0.038
src8662 269.33538 1.33225 0.225 0.123 0.045
src8663 269.66009 1.20388 0.225 0.104 0.032
src8664 269.06765 1.63094 0.225 0.127 0.048
src8665 269.46380 1.65669 0.225 0.103 0.032
src8666 269.46988 1.45867 0.225 0.124 0.046
src8667 269.08110 1.40573 0.225 0.116 0.040
src8668 269.03376 1.67014 0.225 0.110 0.036
src8669 269.30679 1.42641 0.225 0.133 0.053
src8670 269.10534 1.37422 0.225 0.109 0.035
src8671 269.11953 1.45538 0.225 0.105 0.033
src8672 269.28670 1.09427 0.225 0.104 0.032
src8673 269.45908 1.32364 0.225 0.135 0.055
src8674 269.14848 1.15082 0.224 0.107 0.034
src8675 269.66462 1.41068 0.224 0.117 0.041
src8676 269.49015 1.05464 0.224 0.129 0.050
src8677 269.23452 1.13023 0.224 0.129 0.050
src8678 269.11655 1.27626 0.224 0.125 0.047
src8679 269.01686 1.05363 0.224 0.108 0.035
src8680 269.33039 1.00255 0.224 0.106 0.034
src8681 269.11382 1.09590 0.224 0.106 0.034
src8682 269.16514 1.00778 0.224 0.105 0.033
src8683 269.12914 1.43279 0.224 0.106 0.033
src8684 269.31166 1.07028 0.224 0.155 0.072
src8685 269.58613 1.57083 0.224 0.104 0.032
src8686 269.42741 1.57856 0.224 0.132 0.052
src8687 269.23319 1.18608 0.224 0.105 0.033
src8688 269.53133 1.31865 0.224 0.128 0.049
src8689 269.55513 1.50334 0.224 0.117 0.041
src8690 269.01458 1.55869 0.224 0.127 0.049
src8691 269.06781 1.52159 0.224 0.120 0.043
src8692 269.32430 1.47052 0.224 0.122 0.045
src8693 269.04251 1.63127 0.224 0.108 0.035
src8694 269.43558 1.34810 0.224 0.111 0.037
src8695 269.45329 1.68624 0.224 0.112 0.038
src8696 269.25696 1.21321 0.224 0.106 0.033
src8697 269.60970 1.44910 0.224 0.127 0.048
src8698 269.20944 1.51747 0.224 0.111 0.037
src8699 269.26861 1.16605 0.224 0.111 0.037
src8700 269.42391 1.38184 0.224 0.114 0.039
src8701 269.02947 1.30207 0.224 0.123 0.045
src8702 269.21174 1.17694 0.224 0.106 0.034
src8703 269.43204 1.19475 0.224 0.109 0.036
src8704 269.60545 1.54526 0.224 0.115 0.040
src8705 269.52731 1.14314 0.224 0.105 0.033
src8706 269.63078 1.02007 0.224 0.113 0.038
src8707 269.34139 1.68437 0.224 0.118 0.042
src8708 269.04693 1.43472 0.224 0.112 0.037
src8709 269.38854 1.13091 0.224 0.114 0.039
src8710 269.66351 1.07943 0.224 0.110 0.036
src8711 269.28992 1.08013 0.224 0.136 0.056
src8712 269.35584 1.63907 0.224 0.108 0.035
src8713 269.60492 1.07115 0.224 0.116 0.040
src8714 269.52382 1.31144 0.224 0.106 0.034
src8715 269.06895 1.64869 0.224 0.130 0.051
src8716 269.07521 1.03832 0.224 0.142 0.061
src8717 269.04880 1.10253 0.224 0.116 0.041
src8718 269.31861 1.50245 0.224 0.130 0.051
src8719 269.44535 1.40615 0.224 0.103 0.032
src8720 269.30812 1.64948 0.223 0.111 0.037
src8721 269.33139 1.39840 0.223 0.110 0.036
src8722 269.25103 1.40380 0.223 0.105 0.033
src8723 269.45279 1.46401 0.223 0.108 0.035
src8724 269.63095 1.68654 0.223 0.114 0.039
src8725 269.10900 1.29534 0.223 0.130 0.051
src8726 269.16514 1.24787 0.223 0.115 0.040
src8727 269.56382 1.28105 0.223 0.110 0.036
src8728 269.47224 1.43208 0.223 0.106 0.034
src8729 269.09923 1.19966 0.223 0.106 0.034
src8730 269.27415 1.03148 0.223 0.118 0.042
src8731 269.53224 1.39611 0.223 0.125 0.047
src8732 269.44955 1.52537 0.223 0.142 0.061
src8733 269.17394 1.55653 0.223 0.121 0.044
src8734 269.10094 1.57835 0.223 0.142 0.061
src8735 269.02006 1.57762 0.223 0.117 0.042
src8736 269.34483 1.47691 0.223 0.109 0.036
src8737 269.44788 1.08962 0.223 0.116 0.041
src8738 269.16065 1.04739 0.223 0.117 0.041
src8739 269.50103 1.20497 0.223 0.109 0.036
src8740 269.62169 1.04261 0.223 0.105 0.033
src8741 269.48982 1.32739 0.223 0.108 0.035
src8742 269.00399 1.42539 0.223 0.113 0.039
src8743 269.35850 1.27552 0.223 0.125 0.047
src8744 269.50758 1.15664 0.223 0.107 0.035
src8745 269.66018 1.16193 0.223 0.117 0.041
src8746 269.26350 1.29035 0.223 0.130 0.051
src8747 269.15535 1.32486 0.223 0.103 0.032
src8748 269.21852 1.55372 0.223 0.122 0.045
src8749 269.05038 1.39413 0.223 0.104 0.033
src8750 269.54335 1.36921 0.223 0.125 0.047
src8751 269.40160 1.50429 0.223 0.106 0.034
src8752 269.13042 1.66679 0.223 0.109 0.036
src8753 269.18041 1.11813 0.223 0.108 0.035
src8754 269.27890 1.43566 0.223 0.114 0.039
src8755 269.50719 1.01228 0.223 0.145 0.063
src8756 269.42572 1.22106 0.223 0.104 0.032
src8757 269.14060 1.00431 0.222 0.103 0.032
src8758 269.59758 1.20978 0.222 0.105 0.034
src8759 269.01234 1.53501 0.222 0.105 0.033
src8760 269.13273 1.14152 0.222 0.104 0.033
src8761 269.26100 1.12904 0.222 0.109 0.036
src8762 269.05461 1.53855 0.222 0.112 0.038
src8763 269.05195 1.18938 0.222 0.112 0.038
src8764 269.36359 1.26754 0.222 0.104 0.032
src8765 269.31242 1.59205 0.222 0.125 0.048
src8766 269.37231 1.59124 0.222 0.126 0.048
src8767 269.31581 1.47350 0.222 0.133 0.054
src8768 269.61261 1.39856 0.222 0.116 0.040
src8769 269.34169 1.08384 0.222 0.132 0.053
src8770 269.44379 1.25142 0.222 0.108 0.035
src8771 269.03681 1.11124 0.222 0.125 0.047
src8772 269.46987 1.47250 0.222 0.105 0.034
src8773 269.66820 1.70517 0.222 0.110 0.037
src8774 269.56296 1.64856 0.222 0.107 0.035
src8775 269.45566 1.46303 0.222 0.108 0.035
src8776 269.61083 1.50702 0.222 0.106 0.034
src8777 269.45826 1.07748 0.222 0.107 0.034
src8778 269.25985 1.61073 0.222 0.104 0.032
src8779 269.10180 1.57952 0.222 0.115 0.040
src8780 269.66958 1.53393 0.222 0.112 0.038
src8781 269.56806 1.37653 0.222 0.109 0.036
src8782 269.02723 1.63120 0.222 0.129 0.051
src8783 269.33866 1.67016 0.222 0.133 0.054
src8784 269.03570 1.54649 0.222 0.113 0.039
src8785 269.34555 1.70863 0.222 0.103 0.032
src8786 269.00433 1.11326 0.222 0.105 0.034
src8787 269.47980 1.26701 0.222 0.105 0.034
src8788 269.36347 1.17709 0.222 0.108 0.036
src8789 269.00303 1.17574 0.222 0.117 0.042
src8790 269.46298 1.43008 0.222 0.106 0.034
src8791 269.62167 1.00660 0.222 0.103 0.032
src8792 269.36816 1.11868 0.222 0.118 0.042
src8793 269.67615 1.50200 0.222 0.121 0.045
src8794 269.13001 1.34326 0.222 0.106 0.034
src8795 269.22459 1.69364 0.222 0.107 0.035
src8796 269.60834 1.48791 0.222 0.109 0.036
src8797 269.60834 1.35733 0.221 0.104 0.033
src8798 269.55037 1.67162 0.221 0.111 0.037
src8799 269.28777 1.27614 0.221 0.108 0.035
src8800 269.00407 1.64895 0.221 0.110 0.037
src8801 269.56567 1.26156 0.221 0.119 0.043
src8802 269.00875 1.52210 0.221 0.118 0.043
src8803 269.09933 1.66726 0.221 0.105 0.034
src8804 269.00044 1.29287 0.221 0.126 0.048
src8805 269.45642 1.09535 0.221 0.110 0.037
src8806 269.38374 1.19492 0.221 0.105 0.033
src8807 269.18503 1.10785 0.221 0.118 0.042
src8808 269.01024 1.55323 0.221 0.123 0.046
src8809 269.66748 1.69823 0.221 0.106 0.034
src8810 269.12485 1.28549 0.221 0.109 0.036
src8811 269.47976 1.23037 0.221 0.106 0.034
src8812 269.28360 1.35341 0.221 0.112 0.038
src8813 269.64377 1.70335 0.221 0.105 0.033
src8814 269.03636 1.49707 0.221 0.116 0.041
src8815 269.50984 1.07536 0.221 0.105 0.034
src8816 269.53327 1.34667 0.221 0.118 0.043
src8817 269.28797 1.64767 0.221 0.122 0.045
src8818 269.69079 1.66551 0.221 0.111 0.038
src8819 269.07649 1.32156 0.221 0.103 0.032
src8820 269.36323 1.01812 0.221 0.135 0.055
src8821 269.37242 1.14045 0.221 0.128 0.050
src8822 269.51755 1.24577 0.221 0.114 0.039
src8823 269.54413 1.29542 0.221 0.109 0.036
src8824 269.42846 1.23605 0.221 0.109 0.036
src8825 269.42046 1.45625 0.221 0.116 0.041
src8826 269.21286 1.16811 0.221 0.108 0.036
src8827 269.53800 1.47473 0.221 0.103 0.032
src8828 269.53160 1.06440 0.221 0.125 0.048
src8829 269.68816 1.02731 0.221 0.115 0.040
src8830 269.64375 1.41649 0.221 0.107 0.035
src8831 269.54377 1.58545 0.221 0.110 0.037
src8832 269.08401 1.08161 0.221 0.101 0.031
src8833 269.27524 1.14839 0.221 0.117 0.041
src8834 269.53165 1.25485 0.221 0.107 0.035
src8835 269.49728 1.67413 0.221 0.103 0.032
src8836 269.11503 1.31555 0.221 0.107 0.035
src8837 269.17611 1.59050 0.221 0.111 0.037
src8838 269.64122 1.63598 0.221 0.123 0.046
src8839 269.13197 1.31979 0.221 0.116 0.041
src8840 269.11002 1.28779 0.221 0.104 0.033
src8841 269.36927 1.62167 0.221 0.125 0.047
src8842 269.47833 1.12001 0.221 0.103 0.032
src8843 269.07467 1.35632 0.221 0.113 0.039
src8844 269.58513 1.60642 0.221 0.104 0.033
src8845 269.28339 1.01412 0.221 0.123 0.046
src8846 269.45471 1.15243 0.221 0.109 0.036
src8847 269.06255 1.63567 0.221 0.106 0.034
src8848 269.27745 1.10388 0.221 0.103 0.032
src8849 269.37557 1.67988 0.221 0.116 0.041
src8850 269.07730 1.20263 0.220 0.118 0.043
src8851 269.26900 1.07111 0.220 0.104 0.033
src8852 269.38674 1.54761 0.220 0.103 0.032
src8853 269.48584 1.66408 0.220 0.110 0.037
src8854 269.66189 1.10938 0.220 0.120 0.044
src8855 269.36279 1.10259 0.220 0.107 0.035
src8856 269.68127 1.40999 0.220 0.106 0.034
src8857 269.54736 1.69730 0.220 0.105 0.034
src8858 269.09508 1.34693 0.220 0.102 0.032
src8859 269.63557 1.27299 0.220 0.103 0.032
src8860 269.37801 1.49040 0.220 0.109 0.036
src8861 269.69954 1.55872 0.220 0.153 0.072
src8862 269.69775 1.25793 0.220 0.109 0.036
src8863 269.30701 1.45904 0.220 0.106 0.034
src8864 269.13437 1.60359 0.220 0.112 0.038
src8865 269.04070 1.23238 0.220 0.119 0.043
src8866 269.39676 1.00892 0.220 0.118 0.043
src8867 269.38360 1.11846 0.220 0.104 0.033
src8868 269.64516 1.32791 0.220 0.115 0.040
src8869 269.45495 1.12883 0.220 0.105 0.033
src8870 269.21661 1.03897 0.220 0.110 0.037
src8871 269.63730 1.13101 0.220 0.106 0.034
src8872 269.28095 1.04738 0.220 0.105 0.034
src8873 269.12672 1.16586 0.220 0.116 0.041
src8874 269.17444 1.04604 0.220 0.107 0.035
src8875 269.66559 1.14909 0.220 0.115 0.040
src8876 269.13059 1.66888 0.220 0.109 0.037
src8877 269.23240 1.43820 0.220 0.115 0.040
src8878 269.21054 1.46438 0.220 0.106 0.034
src8879 269.62405 1.02054 0.220 0.103 0.033
src8880 269.67954 1.27406 0.220 0.107 0.035
src8881 269.10861 1.53668 0.220 0.106 0.034
src8882 269.54880 1.50252 0.220 0.122 0.046
src8883 269.17370 1.15102 0.220 0.104 0.033
src8884 269.18988 1.16517 0.220 0.102 0.032
src8885 269.12380 1.51136 0.220 0.110 0.037
src8886 269.24789 1.00064 0.220 0.120 0.044
src8887 269.01535 1.68081 0.220 0.125 0.048
src8888 269.40310 1.29852 0.220 0.121 0.045
src8889 269.30815 1.50222 0.220 0.122 0.045
src8890 269.12266 1.05382 0.220 0.109 0.036
src8891 269.57506 1.26065 0.220 0.132 0.054
src8892 269.70090 1.62967 0.220 0.109 0.036
src8893 269.69448 1.61228 0.220 0.101 0.031
